Real Prices,Predicted Prices
323.1700134277344,325.84933428768636
353.60000610351557,360.2086228174958
63.03285598754883,68.00619865789986
504.010009765625,508.20684148440347
194.53999328613278,195.7797757314802
240.36999511718756,234.25937049772622
359.0799865722656,363.9790003097987
187.7899932861328,182.6578339121352
357.39001464843756,354.1993924560811
62.76571273803711,65.33085422511522
360.6900024414063,369.97110777188936
638.0,630.1118078355357
106.56999969482422,111.73999224246745
133.2100067138672,132.49245879002774
64.05714416503906,70.89351859998806
367.47000122070307,371.2231835894272
112.5199966430664,113.4811179481112
342.30999755859375,321.92147245188244
367.23001098632807,350.43920762538255
97.30999755859376,106.52779230559099
183.6100006103516,183.56805982811787
96.97000122070311,98.00692507323492
160.5,160.0264862930053
369.8599853515625,346.0133531922147
376.9599914550781,376.31063442127925
289.1600036621094,293.0698117851389
272.7799987792969,242.08474783592104
52.71285629272461,57.93060305377593
92.41000366210936,95.74444376131305
579.6900024414062,583.0508992997202
650.2899780273438,668.8391344699048
309.1000061035157,303.99377755534806
249.80000305175787,229.77299713628238
480.3599853515625,466.5586223461797
309.3599853515625,316.58717774894103
80.58999633789062,82.50921475517771
421.3999938964843,431.9515247311138
323.76000976562506,375.79169667648966
198.91000366210932,197.1553217452711
79.65571594238281,80.532287228516
515.239990234375,520.2378885999715
504.95999145507807,523.0667382808533
110.4499969482422,117.20766989115782
47.09000015258789,50.977246645054144
100.98999786376952,103.2405817210456
302.8800048828125,293.89904658036176
410.42999267578136,404.9396973968105
388.11999511718744,384.5163061413041
152.7100067138672,148.02111387428158
634.1699829101562,624.9688764933599
59.92571258544922,60.32131668734768
308.7099914550781,315.3706218127518
146.75,145.39704403108772
443.0700073242188,448.23615485530905
297.8999938964844,314.2031566691003
142.99000549316406,143.76169131994357
94.4000015258789,96.041145770203
101.58999633789064,103.93628878839445
505.4400024414063,507.442160212675
375.6000061035156,388.4229139611489
504.989990234375,512.9682815791821
241.17999267578125,246.46745719582034
675.0,662.4341662999868
361.61999511718744,376.2238423633753
107.29000091552734,112.34529252485663
142.14999389648438,144.11461222799517
539.0,529.860571934405
342.0,334.78192810122346
284.6499938964844,292.6560051674278
301.01000976562506,297.5399888528591
358.9200134277344,369.3392013609846
126.08000183105467,127.32978881813506
490.36999511718756,496.26833910317515
55.32428741455079,57.948073430200104
309.2900085449219,318.9622030327446
169.86000061035156,178.5564169169484
351.75,354.8366847620382
321.3599853515625,330.74194698777137
387.3299865722657,386.4369665080958
202.0500030517578,192.51376125004393
227.49000549316412,227.73187804143893
99.6999969482422,99.4274790236368
541.010009765625,540.8103861400086
147.33999633789062,145.24384523848857
230.24000549316415,235.90990602771856
401.5299987792969,406.49303586017777
330.51000976562494,355.6098985270037
272.8900146484375,289.0910445541631
494.50000000000006,500.3516583327292
554.3400268554688,596.4393850113047
146.83999633789062,147.359382345614
130.91000366210938,131.1191810295295
107.94000244140624,107.61977770137673
89.66999816894531,91.20021063662352
268.95001220703125,251.48153244669086
48.055713653564446,51.98642330115171
642.22998046875,617.9987561243324
459.35998535156256,459.84185139172774
59.73857116699219,65.09071376641623
369.0,369.3371164983837
119.8000030517578,123.2595385884033
536.989990234375,560.0761767406511
444.1000061035156,429.5684495611568
102.9499969482422,99.75455149629397
379.7699890136719,372.4102039721038
69.09285736083984,71.03521203971559
261.0599975585937,283.46521656419645
411.3399963378906,410.99938915488025
95.22000122070312,96.50612804305274
102.91000366210938,102.04850361613353
47.9000015258789,50.60619117257965
182.63999938964844,200.14811305243168
636.969970703125,630.1684466028601
64.20428466796875,64.55582465099792
487.0299987792968,508.1878460695953
432.9599914550781,390.1964370803107
399.5299987792969,427.76940617941733
373.75,370.54946410080447
169.86000061035156,169.1002619827614
293.1499938964844,290.88281022108276
46.021427154541016,50.64577038275967
140.0,141.64870237821924
357.54998779296875,364.30281035857115
95.91000366210938,95.04863052040582
227.0,229.06545654324512
305.260009765625,321.8785976385807
100.0199966430664,102.64781474461597
81.04142761230469,82.34902298593806
363.00000000000006,357.2263813011814
95.52999877929688,96.35540019872133
93.39571380615234,91.5527599372208
603.8400268554688,589.286954990399
540.5599975585938,536.1180167710263
148.0,145.57067640760397
689.0599975585938,668.5330071446733
367.9200134277343,382.6626316377078
349.0,347.9360984216073
450.0199890136719,461.14380947742035
504.3999938964844,506.8139602241718
336.29998779296875,315.5334920513051
108.31999969482422,108.97760238306
160.25,159.365449718538
127.0,126.86694932073624
425.0,456.5356453923742
329.2000122070312,326.6517940419144
61.43000030517579,62.54810437937089
125.45999908447266,125.52105951222893
328.00000000000006,315.00586737901176
447.25000000000006,442.0569695833547
102.69000244140622,112.5848586811262
681.239990234375,655.0285412987723
63.43857192993164,66.7756157468275
478.8699951171875,494.42578386678366
360.0,372.19932398087985
619.8300170898438,619.7545579113867
98.99999999999999,93.72013387118932
317.29000854492193,301.92406881687566
440.0,440.97870953302487
60.18571472167969,63.59275929195609
610.7100219726562,611.2165822579191
316.26000976562506,305.2683428629789
358.9100036621094,366.13216146515697
95.54000091552734,99.38419882038488
187.8500061035156,186.91473725749714
355.0899963378906,392.99741137604724
98.06999969482422,109.53479156529102
355.79998779296875,358.2468443271864
121.9300003051758,124.56951760382435
227.67999267578128,225.91289333500757
47.34714126586914,52.22090157224306
363.2000122070313,358.7314204476279
498.5400085449219,501.60049103066564
322.0,335.7223941770608
444.91000366210943,436.68767621471494
536.7899780273438,547.7225550504445
96.9000015258789,99.67089638443304
64.28571319580078,64.86610842973641
359.70001220703125,350.2548324151867
158.5500030517578,155.68344723537302
89.33428955078125,91.232361920529
103.1500015258789,106.03814881077233
316.4599914550782,301.237357545564
378.2900085449219,377.36082604363037
192.509994506836,189.85377578769297
123.66999816894534,119.5700219129476
519.0,521.7324262162801
88.5,92.40789142854646
199.9900054931641,199.80901401125269
544.239990234375,537.9137784245977
193.0200042724609,181.6942123484296
437.7300109863281,431.06464734583284
549.5,548.6390452063715
144.1999969482422,142.7045694598728
288.00000000000006,271.45090626228557
186.75,197.47027112798972
448.55999755859375,453.9328488694228
326.2900085449219,322.77506925268244
54.77714157104492,57.967413909072995
439.760009765625,433.2129052132223
380.00000000000006,385.92459221964236
114.4499969482422,110.48157496785188
343.5599975585937,356.48843646188107
110.01000213623048,106.6774149797011
98.43000030517578,98.14230601230975
335.2099914550781,328.7768867692939
673.0599975585936,663.5967860685196
226.66000366210932,230.80475316804225
358.44000244140625,363.50886379329677
116.3499984741211,108.71538747635987
54.84285736083983,55.89315901187364
47.81999969482422,53.1636600317272
606.010009765625,628.1826921926404
326.5,365.2037412621248
552.6900024414062,547.3973164847048
121.51000213623047,128.35793494891004
438.0299987792969,436.65586275576794
584.2999877929688,590.961717395985
68.70428466796875,67.02678860345623
307.00000000000006,294.98985441486366
226.4600067138672,243.18474450929355
195.57000732421875,192.60026374369775
51.81856918334961,51.8902179920833
174.0,182.35261388822076
355.0,358.91291931960586
281.8699951171875,276.89639363727474
371.05999755859375,395.8568390417422
335.8699951171875,355.5440516165254
94.5999984741211,96.15012810180815
48.012855529785156,52.70853983462961
81.75000000000001,90.54191044431991
503.3500061035156,522.0756177655276
124.5,128.046634075743
115.12999725341794,117.370660781482
200.0,199.6715675138603
94.80000305175778,89.68734842935282
152.5,153.48827030732173
363.6400146484375,365.438481347559
107.1500015258789,111.86232348600333
344.6700134277344,356.632639458443
409.19000244140625,417.4972881448048
68.30000305175781,69.57240101307889
194.3000030517578,183.59571321400475
553.780029296875,532.8562878404919
96.83999633789061,100.77211887979774
521.8200073242188,520.6257502608714
374.8900146484375,373.2559246253004
80.17285919189453,81.6614912825844
125.26000213623048,124.13229489041987
255.7100067138672,279.65381746979256
103.7699966430664,112.76360186665715
363.3200073242188,359.33763285740497
479.75,503.5161708923552
190.3099975585937,196.63101740971254
357.5299987792969,336.942791665635
454.25,452.11349738160794
360.99999999999994,351.48202501149717
565.4199829101562,506.41505651320045
491.239990234375,495.1584972452984
316.3500061035156,321.9952727270975
189.6100006103516,188.53793792227773
208.8000030517578,252.07614298217962
64.49857330322266,66.68389144452976
304.5899963378907,301.15956128369726
220.33999633789068,218.63251452411353
341.7200012207031,332.0528236523678
315.989990234375,306.34021319552267
435.0,433.1101678172782
378.3299865722656,340.02412206834197
347.3900146484375,349.58286961634803
346.95001220703125,413.558751040313
101.38999938964844,102.65189277447189
67.60428619384766,70.75369284967383
283.11999511718756,282.2005736582032
108.33999633789062,113.44584902244605
200.4499969482422,197.9382841733241
586.4299926757812,597.276611779831
321.45001220703125,313.8126310170992
540.010009765625,522.9817608255835
390.7099914550781,375.60734077057714
486.57998657226557,488.50311391187284
54.1428565979004,62.39698562330181
49.900001525878906,50.93891014811424
327.5299987792969,331.94946851935674
517.5999755859375,541.3331461328999
488.5,494.09892374124325
57.92714309692382,63.25820761602176
125.52999877929688,125.86148572288766
266.5799865722656,268.25375015952886
587.8499755859375,588.1100500521934
438.5199890136719,444.50803443924093
63.065715789794915,67.76356070754355
233.61000061035165,227.89787557389357
156.10000610351562,157.1642208976591
329.4400024414062,329.308565341089
149.8000030517578,154.13953891441815
139.36000061035156,134.35583369600317
61.66714477539064,64.51447487608016
437.36999511718756,461.9262506898231
98.33999633789062,101.59425452482174
415.1499938964844,392.72468046099675
361.0199890136719,361.33995034273175
231.02999877929688,228.08887215327562
337.239990234375,340.5250875253405
90.91000366210938,93.1164648007425
325.23999023437494,328.82819755441596
108.91000366210938,110.25320046984962
372.4100036621094,367.59822526353673
96.24285888671876,96.31735628232582
419.98999023437506,431.4071053323133
176.49000549316406,182.96283193679122
353.6700134277343,366.11291509466537
502.3399963378906,503.6301047726375
143.1199951171875,143.88391638992107
108.86000061035155,112.88221220957894
354.3800048828125,351.9904033132989
285.52999877929693,291.62681660535236
237.00000000000003,234.58727305456708
617.0999755859375,649.315708903785
99.05999755859376,100.17331931482386
306.3699951171875,328.90141870113075
627.5800170898438,618.4249560919488
48.07285690307618,51.06033047077994
141.75,144.14262274312387
564.4400024414062,556.5748044367137
50.35714340209961,52.7566877335779
295.9700012207031,305.69317222647805
425.8699951171875,424.3102716474314
186.1499938964844,184.9024491098244
44.60571289062499,52.4366643406347
304.7000122070313,311.63823515006516
88.37857055664062,91.01085009525468
323.7000122070313,333.61357496053824
284.7999877929688,273.77334667826653
436.0,425.22517885212443
320.0,316.19360202017197
510.510009765625,518.2047228698648
412.0,418.9764209430069
48.21571350097656,50.02161343509885
99.91000366210938,101.97488673161024
566.1199951171875,558.2277916106905
329.64999389648443,328.5312204594884
68.4857177734375,70.31765734969485
159.11000061035156,158.7138722429081
516.3200073242188,516.9890163221426
348.2000122070312,350.5135291162478
60.31571578979492,64.79909361011596
187.94000244140625,190.18253738514252
90.91000366210938,90.75862998125467
490.010009765625,501.0498170440624
298.77999877929693,297.2977780097717
157.86000061035156,158.8022086434794
53.00143051147461,59.849524828549185
557.25,555.132928905361
298.239990234375,292.0661048770744
271.8099975585937,280.49372753370335
87.52999877929688,94.57441597404795
64.98999786376953,70.02290507342241
359.0799865722656,354.85025567322737
288.76000976562506,317.59123213410567
592.5,586.8825292830661
455.010009765625,446.2406710862852
283.92999267578125,276.5957101199456
166.1199951171875,165.67076917784655
290.82000732421875,297.37347010475423
632.22998046875,630.4897470947981
62.2400016784668,68.39504483725023
494.55999755859375,510.173600479815
312.5899963378906,315.1311907864656
62.05571365356445,68.30063965260342
411.4200134277343,406.9034835325874
360.99999999999994,371.05021721068624
144.25,145.02255058640185
